compound_name,chembl_id,target_id,action_type
CYCLOSERINE,CHEMBL771,CHEMBL2030,INHIBITOR
CYCLOSERINE,CHEMBL771,CHEMBL2031,INHIBITOR
SODIUM OXYBATE,CHEMBL1200682,CHEMBL2111463,AGONIST
PACRITINIB CITRATE,CHEMBL5095049,CHEMBL2971,INHIBITOR
PACRITINIB CITRATE,CHEMBL5095049,CHEMBL1974,INHIBITOR
PACRITINIB CITRATE,CHEMBL5095049,CHEMBL2971,INHIBITOR
PACRITINIB CITRATE,CHEMBL5095049,CHEMBL5903,INHIBITOR
PACRITINIB CITRATE,CHEMBL5095049,CHEMBL3357,INHIBITOR
PROBENECID,CHEMBL897,CHEMBL1641347,INHIBITOR
PROBENECID,CHEMBL897,CHEMBL1641348,INHIBITOR
PROBENECID,CHEMBL897,CHEMBL2073677,INHIBITOR
METHYLDOPATE HYDROCHLORIDE,CHEMBL1200432,CHEMBL2095158,AGONIST
CLOXACILLIN,CHEMBL891,,
PIFLUFOLASTAT,CHEMBL4299851,,
GOSOGLIPTIN,CHEMBL515387,CHEMBL284,INHIBITOR
MOXISYLYTE,CHEMBL159226,CHEMBL2095203,ANTAGONIST
MUPIROCIN,CHEMBL719,CHEMBL1982,INHIBITOR
MUPIROCIN,CHEMBL719,CHEMBL2364671,INHIBITOR
DOXERCALCIFEROL,CHEMBL1200810,CHEMBL1977,AGONIST
"GLYCEROL, IODINATED",CHEMBL2105827,,
PROPANIDID,CHEMBL2105345,CHEMBL1914,INHIBITOR
PROPANIDID,CHEMBL2105345,CHEMBL220,INHIBITOR
LAPATINIB DITOSYLATE,CHEMBL1201179,CHEMBL1824,INHIBITOR
LAPATINIB DITOSYLATE,CHEMBL1201179,CHEMBL203,INHIBITOR
RABEPRAZOLE,CHEMBL1219,,
AMINOHIPPURATE SODIUM,CHEMBL1200365,,
PRALIDOXIME CHLORIDE,CHEMBL748,CHEMBL220,ACTIVATOR
INDOCYANINE GREEN,CHEMBL1646,,
LASMIDITAN,CHEMBL3039520,CHEMBL1805,AGONIST
PICOSULFURIC ACID,CHEMBL1741134,,
OCTINOXATE,CHEMBL3183184,,
RITLECITINIB TOSYLATE,CHEMBL5314649,CHEMBL2148,INHIBITOR
RITLECITINIB TOSYLATE,CHEMBL5314649,CHEMBL4296642,INHIBITOR
CASPOFUNGIN ACETATE,CHEMBL5314378,CHEMBL2364673,INHIBITOR
CASPOFUNGIN ACETATE,CHEMBL5314378,CHEMBL2364674,INHIBITOR
SODIUM ACETATE,CHEMBL1354,,
RUBIDIUM CHLORIDE RB 82,CHEMBL1200727,,
HYDROCHLOROTHIAZIDE,CHEMBL435,CHEMBL1876,INHIBITOR
SULCONAZOLE,CHEMBL1221,,
CEFEPIME HYDROCHLORIDE,CHEMBL1200962,CHEMBL2354204,INHIBITOR
MEPREDNISONE,CHEMBL1201148,CHEMBL2034,AGONIST
TAZEMETOSTAT HYDROBROMIDE,CHEMBL4594260,CHEMBL2189110,INHIBITOR
FLUOXETINE,CHEMBL41,,
SONIDEGIB PHOSPHATE,CHEMBL3137317,CHEMBL5971,INHIBITOR
SOLIFENACIN,CHEMBL1734,,
MAGNESIUM ACETATE TETRAHYDRATE,CHEMBL3989858,,
ALATROFLOXACIN MESYLATE,CHEMBL1200498,CHEMBL2363076,INHIBITOR
ALATROFLOXACIN MESYLATE,CHEMBL1200498,CHEMBL2311224,INHIBITOR
FLUTICASONE PROPIONATE,CHEMBL1473,CHEMBL2034,AGONIST
LEVODOPA,CHEMBL1009,CHEMBL234,AGONIST
BRILLIANT BLUE G FREE ACID,CHEMBL4301898,,
TRAMADOL HYDROCHLORIDE,CHEMBL1237065,CHEMBL233,AGONIST
METHDILAZINE HYDROCHLORIDE,CHEMBL1200532,CHEMBL231,ANTAGONIST
TROVAFLOXACIN MESYLATE,CHEMBL1200779,CHEMBL2363076,INHIBITOR
TROVAFLOXACIN MESYLATE,CHEMBL1200779,CHEMBL2311224,INHIBITOR
MOMELOTINIB,CHEMBL1078178,CHEMBL2835,INHIBITOR
MOMELOTINIB,CHEMBL1078178,CHEMBL2971,INHIBITOR
BRIMONIDINE,CHEMBL844,,
PROCHLORPERAZINE,CHEMBL728,CHEMBL217,ANTAGONIST
"SODIUM PHOSPHATE, DIBASIC",CHEMBL2107560,,
GLAFENINE,CHEMBL146095,CHEMBL2094253,INHIBITOR
TIPRANAVIR,CHEMBL222559,CHEMBL243,INHIBITOR
CEFUROXIME,CHEMBL1436,,
DRONEDARONE,CHEMBL184412,,
VORICONAZOLE,CHEMBL638,CHEMBL1780,INHIBITOR
ENASIDENIB MESYLATE,CHEMBL3989931,CHEMBL3991501,INHIBITOR
ENASIDENIB MESYLATE,CHEMBL3989931,CHEMBL3991501,INHIBITOR
PHENELZINE SULFATE,CHEMBL1200895,CHEMBL2095205,INHIBITOR
MOEXIPRIL,CHEMBL1165,,
LASMIDITAN SUCCINATE,CHEMBL3039526,CHEMBL1805,AGONIST
DANICOPAN,CHEMBL4250860,CHEMBL2176771,INHIBITOR
PIRBUTEROL ACETATE,CHEMBL1200444,CHEMBL210,AGONIST
CODEINE,CHEMBL485,,
AMODIAQUINE HYDROCHLORIDE,CHEMBL1357648,CHEMBL613897,INHIBITOR
PHENSUXIMIDE,CHEMBL797,CHEMBL2362995,BLOCKER
CLINDAMYCIN PALMITATE HYDROCHLORIDE,CHEMBL1200632,CHEMBL2363135,INHIBITOR
GILTERITINIB FUMARATE,CHEMBL3301603,CHEMBL1974,INHIBITOR
GILTERITINIB FUMARATE,CHEMBL3301603,CHEMBL4895,INHIBITOR
CARBENICILLIN INDANYL SODIUM,CHEMBL1200991,CHEMBL2354204,INHIBITOR
RIBOCICLIB,CHEMBL3545110,CHEMBL331,INHIBITOR
RIBOCICLIB,CHEMBL3545110,CHEMBL2508,INHIBITOR
DEXAMETHASONE ACETATE,CHEMBL1530428,CHEMBL2034,AGONIST
SELEGILINE,CHEMBL972,CHEMBL2039,INHIBITOR
HELIUM,CHEMBL1796997,,
TRIAMCINOLONE,CHEMBL1451,CHEMBL2034,AGONIST
MEGLUMINE METRIZOATE,CHEMBL1200353,,
PINACIDIL ANHYDROUS,CHEMBL1159,,
ACAMPROSATE CALCIUM,CHEMBL2068724,CHEMBL2094124,ANTAGONIST
ACAMPROSATE CALCIUM,CHEMBL2068724,CHEMBL2093872,POSITIVE MODULATOR
OXAZEPAM,CHEMBL568,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
GUANETHIDINE,CHEMBL765,,
THIAMINE,CHEMBL1588,,
AMBENONIUM,CHEMBL1652,,
SOTALOL,CHEMBL471,,
MARIBAVIR,CHEMBL515408,CHEMBL3833483,INHIBITOR
MARIBAVIR,CHEMBL515408,CHEMBL1287608,INHIBITOR
AVAPRITINIB,CHEMBL4204794,CHEMBL1936,INHIBITOR
AVAPRITINIB,CHEMBL4204794,CHEMBL2007,INHIBITOR
REVUMENIB,CHEMBL4650827,,
FAVIPIRAVIR,CHEMBL221722,CHEMBL4523676,INHIBITOR
PIPERAZINE CITRATE ANHYDROUS,CHEMBL3990694,,
LORAZEPAM,CHEMBL580,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
HYDROCODONE,CHEMBL1457,,
ACEBUTOLOL,CHEMBL642,,
PHTHALYLSULFATHIAZOLE,CHEMBL1524273,,
FLORTAUCIPIR,CHEMBL3546271,,
TOPOTECAN,CHEMBL84,,
METHSUXIMIDE,CHEMBL697,CHEMBL2362995,BLOCKER
DIPHENHYDRAMINE HYDROCHLORIDE,CHEMBL1620,CHEMBL231,ANTAGONIST
HYDROCORTAMATE,CHEMBL1201263,,
CHLORAMPHENICOL SODIUM SUCCINATE,CHEMBL1200729,CHEMBL2363135,INHIBITOR
QUINESTROL,CHEMBL1201165,CHEMBL2093866,AGONIST
TRIMETHAPHAN,CHEMBL1201329,,
CEFOTIAM,CHEMBL1296,,
SELUMETINIB,CHEMBL1614701,CHEMBL3587,INHIBITOR
SELUMETINIB,CHEMBL1614701,CHEMBL2964,INHIBITOR
DESERPIDINE,CHEMBL1200515,CHEMBL1893,INHIBITOR
LORCASERIN,CHEMBL360328,,
TICLOPIDINE,CHEMBL833,,
VINCRISTINE,CHEMBL90555,,
TETRAHYDROZOLINE HYDROCHLORIDE,CHEMBL1200413,CHEMBL2095203,AGONIST
PHENDIMETRAZINE TARTRATE,CHEMBL2062163,CHEMBL238,INHIBITOR
PHENDIMETRAZINE TARTRATE,CHEMBL2062163,CHEMBL222,INHIBITOR
BUTALBITAL,CHEMBL454,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
PRACTOLOL,CHEMBL6995,CHEMBL213,INHIBITOR
OXACILLIN,CHEMBL819,,
DIETHYLPROPION,CHEMBL1194666,,
BUTORPHANOL,CHEMBL33986,,
ESFLURBIPROFEN,CHEMBL435298,CHEMBL2094253,INHIBITOR
ANTAZOLINE,CHEMBL1305,,
DECITABINE,CHEMBL1201129,CHEMBL1992,INHIBITOR
DECITABINE,CHEMBL1201129,CHEMBL1993,INHIBITOR
DECITABINE,CHEMBL1201129,CHEMBL2311221,INHIBITOR
SIROLIMUS,CHEMBL413,CHEMBL1902,INHIBITOR
IDELALISIB,CHEMBL2216870,CHEMBL3130,INHIBITOR
METHAZOLAMIDE,CHEMBL19,CHEMBL2326,INHIBITOR
METHAZOLAMIDE,CHEMBL19,CHEMBL261,INHIBITOR
METHAZOLAMIDE,CHEMBL19,CHEMBL205,INHIBITOR
METHAZOLAMIDE,CHEMBL19,CHEMBL3729,INHIBITOR
MERCAPTOPURINE ANHYDROUS,CHEMBL1425,,
SUXAMETHONIUM,CHEMBL703,,
ATAZANAVIR,CHEMBL1163,,
FOSTEMSAVIR,CHEMBL3301594,CHEMBL3520,INHIBITOR
PITAVASTATIN CALCIUM,CHEMBL1237061,CHEMBL402,INHIBITOR
TETRACAINE HYDROCHLORIDE,CHEMBL1255654,CHEMBL2331043,BLOCKER
LULICONAZOLE,CHEMBL2105689,CHEMBL1780,INHIBITOR
OLODATEROL HYDROCHLORIDE,CHEMBL2105743,CHEMBL210,AGONIST
MEPHENTERMINE SULFATE,CHEMBL3184799,CHEMBL2331074,AGONIST
SULFADOXINE,CHEMBL1539,CHEMBL2013,INHIBITOR
DEXTROMETHORPHAN,CHEMBL52440,,
LEVOMEPROMAZINE,CHEMBL1764,CHEMBL2331075,ANTAGONIST
DAROLUTAMIDE,CHEMBL4297185,CHEMBL1871,ANTAGONIST
BUMETANIDE,CHEMBL1072,CHEMBL1874,INHIBITOR
PRAZEPAM,CHEMBL969,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
SITAGLIPTIN,CHEMBL1422,,
SAQUINAVIR MESYLATE,CHEMBL282042,CHEMBL243,INHIBITOR
PIRTOBRUTINIB,CHEMBL4650485,CHEMBL5251,INHIBITOR
GEPIRONE HYDROCHLORIDE,CHEMBL1204187,CHEMBL214,AGONIST
EPINASTINE,CHEMBL1106,,
PROTRIPTYLINE HYDROCHLORIDE,CHEMBL1200332,CHEMBL228,INHIBITOR
PROTRIPTYLINE HYDROCHLORIDE,CHEMBL1200332,CHEMBL222,INHIBITOR
DONEPEZIL HYDROCHLORIDE,CHEMBL1678,CHEMBL220,INHIBITOR
IOPHENDYLATE,CHEMBL951,,
MINAPRINE HYDROCHLORIDE,CHEMBL1364551,CHEMBL220,INHIBITOR
MINAPRINE HYDROCHLORIDE,CHEMBL1364551,CHEMBL2111341,AGONIST
MINAPRINE HYDROCHLORIDE,CHEMBL1364551,CHEMBL1951,INHIBITOR
MINAPRINE HYDROCHLORIDE,CHEMBL1364551,CHEMBL216,AGONIST
MINAPRINE HYDROCHLORIDE,CHEMBL1364551,CHEMBL2095200,ANTAGONIST
SECNIDAZOLE,CHEMBL498847,CHEMBL2364041,INHIBITOR
CHLORPROTHIXENE,CHEMBL908,CHEMBL217,ANTAGONIST
CHLORPROTHIXENE,CHEMBL908,CHEMBL234,ANTAGONIST
CHLORPROTHIXENE,CHEMBL908,CHEMBL224,ANTAGONIST
CHLORPROTHIXENE,CHEMBL908,CHEMBL225,ANTAGONIST
INDALPINE,CHEMBL276520,CHEMBL228,INHIBITOR
METHYL AMINOLEVULINATE,CHEMBL1096562,,
ENCAINIDE,CHEMBL315838,,
IPRATROPIUM,CHEMBL1621597,,
DAUNORUBICIN CITRATE,CHEMBL1200475,CHEMBL1806,INHIBITOR
DAUNORUBICIN CITRATE,CHEMBL1200475,CHEMBL2311221,INHIBITOR
ERGOTAMINE TARTRATE,CHEMBL2448612,CHEMBL1983,AGONIST
ERGOTAMINE TARTRATE,CHEMBL2448612,CHEMBL2095203,AGONIST
ARIMOCLOMOL,CHEMBL2107726,,
VINFLUNINE,CHEMBL2110725,CHEMBL2095182,INHIBITOR
TROXERUTIN,CHEMBL3182320,,
ACLIDINIUM BROMIDE,CHEMBL551466,CHEMBL245,ANTAGONIST
HYDROXYZINE HYDROCHLORIDE,CHEMBL3186993,CHEMBL231,ANTAGONIST
AMLODIPINE,CHEMBL1491,,
METOCLOPRAMIDE HYDROCHLORIDE,CHEMBL1200940,CHEMBL217,ANTAGONIST
METOCLOPRAMIDE HYDROCHLORIDE,CHEMBL1200940,CHEMBL1899,ANTAGONIST
METOCLOPRAMIDE HYDROCHLORIDE,CHEMBL1200940,CHEMBL1875,AGONIST
DIETHYLCARBAMAZINE,CHEMBL684,,
TAZOBACTAM SODIUM,CHEMBL1439,CHEMBL2364670,INHIBITOR
TESTOSTERONE,CHEMBL386630,CHEMBL1871,AGONIST
TERBUTALINE,CHEMBL1760,,
FAMCICLOVIR,CHEMBL880,CHEMBL1872,INHIBITOR
PROBUCOL,CHEMBL608,CHEMBL2362986,INHIBITOR
SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE,CHEMBL6068334,CHEMBL284,INHIBITOR
METHYSERGIDE,CHEMBL1065,,
SUVOREXANT,CHEMBL1083659,CHEMBL3307226,ANTAGONIST
PERGOLIDE MESYLATE,CHEMBL1275,CHEMBL2096905,AGONIST
MESALAMINE,CHEMBL704,CHEMBL215,INHIBITOR
MESALAMINE,CHEMBL704,CHEMBL235,AGONIST
MESALAMINE,CHEMBL704,CHEMBL2094253,INHIBITOR
ANISOTROPINE,CHEMBL1186610,,
EPHEDRINE HYDROCHLORIDE,CHEMBL2146102,CHEMBL2331074,AGONIST
ALBUTEROL SULFATE,CHEMBL1441059,CHEMBL210,AGONIST
NELARABINE,CHEMBL1201112,CHEMBL2311221,INHIBITOR
VORTIOXETINE,CHEMBL2104993,,
OLOPATADINE HYDROCHLORIDE,CHEMBL1719,CHEMBL231,ANTAGONIST
CEFTIBUTEN DIHYDRATE,CHEMBL1200985,CHEMBL2354204,INHIBITOR
CICLOPIROX,CHEMBL1413,CHEMBL2363058,CHELATING AGENT
CICLOPIROX,CHEMBL1413,CHEMBL2366381,CHELATING AGENT
INAMRINONE,CHEMBL12856,,
FINERENONE,CHEMBL2181927,CHEMBL1994,ANTAGONIST
TREPROSTINIL SODIUM,CHEMBL561157,CHEMBL1995,AGONIST
ACETRIZOATE SODIUM,CHEMBL1201045,,
PIPERACILLIN,CHEMBL702,,
LINDANE,CHEMBL15891,CHEMBL2364024,NEGATIVE ALLOSTERIC MODULATOR
LINDANE,CHEMBL15891,CHEMBL2364025,NEGATIVE ALLOSTERIC MODULATOR
MOFEZOLAC,CHEMBL259972,CHEMBL221,INHIBITOR
RIMONABANT,CHEMBL111,CHEMBL218,ANTAGONIST
IOCETAMIC ACID,CHEMBL1200770,,
PRIMIDONE,CHEMBL856,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
PRIMIDONE,CHEMBL856,CHEMBL2331043,BLOCKER
PROXIBARBAL,CHEMBL2105233,CHEMBL2118,ACTIVATOR
PROXIBARBAL,CHEMBL2105233,CHEMBL1951,ACTIVATOR
ABROCITINIB,CHEMBL3655081,CHEMBL2835,INHIBITOR
HETACILLIN POTASSIUM,CHEMBL1201121,CHEMBL2362973,INHIBITOR
OXYBATE,CHEMBL1342,,
POLYTHIAZIDE,CHEMBL1587,CHEMBL1876,INHIBITOR
PENICILLIN G BENZATHINE,CHEMBL3989515,CHEMBL2354204,INHIBITOR
MEBENDAZOLE,CHEMBL685,CHEMBL2364704,INHIBITOR
MEBENDAZOLE,CHEMBL685,CHEMBL2364705,INHIBITOR
DOXAPRAM,CHEMBL1754,,
METHAMPHETAMINE,CHEMBL1201201,,
TERAZOSIN HYDROCHLORIDE,CHEMBL3989562,CHEMBL2094251,ANTAGONIST
ZIPRASIDONE HYDROCHLORIDE,CHEMBL1375743,CHEMBL224,ANTAGONIST
ZIPRASIDONE HYDROCHLORIDE,CHEMBL1375743,CHEMBL225,ANTAGONIST
ZIPRASIDONE HYDROCHLORIDE,CHEMBL1375743,CHEMBL217,ANTAGONIST
CIPROFLOXACIN,CHEMBL8,CHEMBL2311224,INHIBITOR
CIPROFLOXACIN,CHEMBL8,CHEMBL2363076,INHIBITOR
HYDROCORTISONE SODIUM PHOSPHATE,CHEMBL1200968,CHEMBL2034,AGONIST
ZANUBRUTINIB,CHEMBL3936761,CHEMBL5251,INHIBITOR
LEVOPROPOXYPHENE,CHEMBL1738990,,
PALIPERIDONE,CHEMBL1621,CHEMBL217,ANTAGONIST
PALIPERIDONE,CHEMBL1621,CHEMBL224,ANTAGONIST
GRANISETRON HYDROCHLORIDE,CHEMBL1237080,CHEMBL1899,ANTAGONIST
BROMODIPHENHYDRAMINE,CHEMBL1201245,,
ANAGRELIDE,CHEMBL760,,
DESOXYCORTICOSTERONE PIVALATE,CHEMBL1200592,CHEMBL1994,AGONIST
MENADIOL SODIUM DIPHOSPHATE,CHEMBL3989728,,
BUCLIZINE,CHEMBL1201271,,
EFAVIRENZ,CHEMBL223228,CHEMBL247,INHIBITOR
RASAGILINE MESYLATE,CHEMBL1201142,CHEMBL2039,INHIBITOR
PALIPERIDONE PALMITATE,CHEMBL2107360,CHEMBL217,ANTAGONIST
PALIPERIDONE PALMITATE,CHEMBL2107360,CHEMBL224,ANTAGONIST
CYCRIMINE,CHEMBL1201227,,
BENZGALANTAMINE,CHEMBL5095056,,
PONESIMOD,CHEMBL1096146,CHEMBL4333,AGONIST
METHYLDOPA,CHEMBL459,CHEMBL2095158,AGONIST
RALTITREXED,CHEMBL225071,CHEMBL1952,INHIBITOR
CEFOTETAN DISODIUM,CHEMBL1201098,CHEMBL2354204,INHIBITOR
ENALAPRILAT ANHYDROUS,CHEMBL577,,
PENICILLIN V,CHEMBL615,CHEMBL2354204,INHIBITOR
CITALOPRAM,CHEMBL549,,
DIATRIZOIC ACID,CHEMBL1201220,,
CAPMATINIB HYDROCHLORIDE,CHEMBL3989937,CHEMBL3717,INHIBITOR
TELITHROMYCIN,CHEMBL1136,CHEMBL2363135,INHIBITOR
ETHIONAMIDE,CHEMBL1441,CHEMBL1849,INHIBITOR
IMIPENEM ANHYDROUS,CHEMBL148,,
HYDROXYSTILBAMIDINE ISETHIONATE,CHEMBL2023895,CHEMBL2311221,INHIBITOR
HYDROXYSTILBAMIDINE ISETHIONATE,CHEMBL2023895,CHEMBL2311222,INHIBITOR
PROPRANOLOL HYDROCHLORIDE,CHEMBL1671,CHEMBL213,ANTAGONIST
PROPRANOLOL HYDROCHLORIDE,CHEMBL1671,CHEMBL210,ANTAGONIST
INDOPROFEN,CHEMBL15870,CHEMBL2094253,INHIBITOR
BETHANIDINE SULFATE,CHEMBL2110368,CHEMBL222,SUBSTRATE
CHLOROXINE,CHEMBL1200596,CHEMBL2364041,INHIBITOR
CHLOROQUINE HYDROCHLORIDE,CHEMBL4297165,CHEMBL613897,BINDING AGENT
TROSPIUM,CHEMBL1888176,,
FLUNISOLIDE,CHEMBL1512,CHEMBL2034,AGONIST
BUPRENORPHINE HYDROCHLORIDE,CHEMBL2368861,CHEMBL233,AGONIST
BUPRENORPHINE HYDROCHLORIDE,CHEMBL2368861,CHEMBL237,AGONIST
DRONABINOL,CHEMBL465,CHEMBL218,AGONIST
LABETALOL HYDROCHLORIDE,CHEMBL1200323,CHEMBL2331074,ANTAGONIST
IODIPAMIDE SODIUM,CHEMBL1200350,,
SIMEPREVIR SODIUM,CHEMBL3137358,CHEMBL2095231,INHIBITOR
RISDIPLAM,CHEMBL4297528,CHEMBL3826841,POSITIVE MODULATOR
POTASSIUM CITRATE ANHYDROUS,CHEMBL1200458,,
DEXBROMPHENIRAMINE,CHEMBL1201287,,
PLAZOMICIN,CHEMBL1650559,,
DOCETAXEL,CHEMBL3545252,CHEMBL2095182,INHIBITOR
TROLEANDOMYCIN,CHEMBL564085,CHEMBL2363853,INHIBITOR
IPTACOPAN HYDROCHLORIDE,CHEMBL5095401,CHEMBL5731,INHIBITOR
PRAVASTATIN,CHEMBL1144,,
FROVATRIPTAN,CHEMBL1279,,
TERBINAFINE,CHEMBL822,CHEMBL2364679,INHIBITOR
HYDROCODONE BITARTRATE,CHEMBL3989677,CHEMBL2095181,AGONIST
IMIPRAMINE PAMOATE,CHEMBL3989845,CHEMBL228,INHIBITOR
IMIPRAMINE PAMOATE,CHEMBL3989845,CHEMBL222,INHIBITOR
PENCICLOVIR,CHEMBL1540,CHEMBL1872,INHIBITOR
MEPIVACAINE,CHEMBL1087,,
TENOFOVIR DISOPROXIL FUMARATE,CHEMBL1486,CHEMBL247,INHIBITOR
TIVOZANIB HYDROCHLORIDE,CHEMBL2105756,CHEMBL2095227,INHIBITOR
TIVOZANIB HYDROCHLORIDE,CHEMBL2105756,CHEMBL1936,INHIBITOR
TIVOZANIB HYDROCHLORIDE,CHEMBL2105756,CHEMBL1913,INHIBITOR
CLOBENZOREX,CHEMBL1213251,,
MAGNESIUM OXIDE,CHEMBL1200572,,
FLURAZEPAM,CHEMBL968,,
EVANS BLUE FREE ACID,CHEMBL1015,,
IOPANOIC ACID,CHEMBL867,,
METHAPYRILENE,CHEMBL1411979,,
ACEBUTOLOL HYDROCHLORIDE,CHEMBL1200813,CHEMBL213,ANTAGONIST
PANTOPRAZOLE,CHEMBL1502,,
IOXITALAMIC ACID,CHEMBL2107239,,
OTESECONAZOLE,CHEMBL3311228,CHEMBL4662933,INHIBITOR
TESTOSTERONE UNDECANOATE,CHEMBL2107067,CHEMBL1871,AGONIST
CODEINE SULFATE,CHEMBL4297091,CHEMBL2095181,AGONIST
CINACALCET,CHEMBL1201284,,
MAZINDOL,CHEMBL781,CHEMBL2363064,INHIBITOR
NETARSUDIL,CHEMBL4594250,,
INDAPAMIDE,CHEMBL406,CHEMBL1876,INHIBITOR
LOMEFLOXACIN,CHEMBL561,,
OLAPARIB,CHEMBL521686,CHEMBL3390820,INHIBITOR
AMINOGLUTETHIMIDE,CHEMBL488,CHEMBL1978,INHIBITOR
AMINOGLUTETHIMIDE,CHEMBL488,CHEMBL2033,INHIBITOR
BETAMETHASONE DIPROPIONATE,CHEMBL1200384,CHEMBL2034,AGONIST
VORTIOXETINE HYDROBROMIDE,CHEMBL2107387,CHEMBL214,AGONIST
VORTIOXETINE HYDROBROMIDE,CHEMBL2107387,CHEMBL228,INHIBITOR
VORTIOXETINE HYDROBROMIDE,CHEMBL2107387,CHEMBL1899,ANTAGONIST
DARIFENACIN HYDROBROMIDE,CHEMBL1200935,CHEMBL245,ANTAGONIST
DARIFENACIN HYDROBROMIDE,CHEMBL1200935,CHEMBL211,ANTAGONIST
BITOLTEROL,CHEMBL1201295,,
VARENICLINE,CHEMBL1076903,CHEMBL1907589,PARTIAL AGONIST
IBUPROFEN SODIUM,CHEMBL3989408,CHEMBL2094253,INHIBITOR
ZAVEGEPANT HYDROCHLORIDE,CHEMBL4650220,CHEMBL3798,ANTAGONIST
LACOSAMIDE,CHEMBL58323,CHEMBL2331043,BLOCKER
TERODILINE,CHEMBL363295,,
LEVOKETOCONAZOLE,CHEMBL295698,CHEMBL1908,INHIBITOR
LEVOKETOCONAZOLE,CHEMBL295698,CHEMBL2722,INHIBITOR
LEVOKETOCONAZOLE,CHEMBL295698,CHEMBL3522,INHIBITOR
LEVOKETOCONAZOLE,CHEMBL295698,CHEMBL2033,INHIBITOR
OSIMERTINIB,CHEMBL3353410,CHEMBL203,INHIBITOR
ETHOPROPAZINE,CHEMBL1206,,
OSILODROSTAT,CHEMBL3099695,,
BICTEGRAVIR,CHEMBL3989866,CHEMBL3471,INHIBITOR
EPINASTINE HYDROCHLORIDE,CHEMBL1200491,CHEMBL231,ANTAGONIST
DELAFLOXACIN,CHEMBL2105637,,
CEFMENOXIME,CHEMBL1201224,,
CALCIUM CHLORIDE,CHEMBL1200668,,
TELOTRISTAT ETHYL,CHEMBL2105695,CHEMBL3831287,INHIBITOR
ISOSORBIDE MONONITRATE,CHEMBL1311,CHEMBL2111348,ACTIVATOR
LEVORPHANOL TARTRATE,CHEMBL3989768,CHEMBL233,AGONIST
MELOXICAM,CHEMBL599,CHEMBL230,INHIBITOR
TAFAMIDIS MEGLUMINE,CHEMBL2105675,CHEMBL3194,STABILISER
DISOPYRAMIDE PHOSPHATE,CHEMBL1201020,CHEMBL2331043,BLOCKER
TROPICAMIDE,CHEMBL1200604,CHEMBL245,ANTAGONIST
ETHINYL ESTRADIOL,CHEMBL691,CHEMBL206,AGONIST
AMLODIPINE BENZOATE,CHEMBL4594262,CHEMBL2095229,BLOCKER
FENCLOFENAC,CHEMBL15677,CHEMBL2094253,INHIBITOR
BENAZEPRIL HYDROCHLORIDE,CHEMBL1694,CHEMBL1808,INHIBITOR
SALMETEROL,CHEMBL1263,,
MORICIZINE HYDROCHLORIDE,CHEMBL1200334,CHEMBL2331043,BLOCKER
BETAMETHASONE SODIUM PHOSPHATE,CHEMBL1200762,CHEMBL2034,AGONIST
LAZERTINIB MESYLATE,CHEMBL6068478,CHEMBL203,INHIBITOR
LAZERTINIB MESYLATE,CHEMBL6068478,CHEMBL203,INHIBITOR
RIFAPENTINE,CHEMBL1660,CHEMBL2364672,INHIBITOR
FIDAXOMICIN,CHEMBL1255800,CHEMBL2363852,INHIBITOR
RIZATRIPTAN BENZOATE,CHEMBL1201032,CHEMBL1898,AGONIST
RIZATRIPTAN BENZOATE,CHEMBL1201032,CHEMBL1983,AGONIST
ENTECAVIR ANHYDROUS,CHEMBL713,,
ERYTHROMYCIN STEARATE,CHEMBL1200510,CHEMBL2363135,INHIBITOR
SULFAGUANIDINE,CHEMBL338802,,
ALECTINIB,CHEMBL1738797,,
BUSULFAN,CHEMBL820,CHEMBL2311221,INHIBITOR
PENCICLOVIR SODIUM,CHEMBL2079793,CHEMBL1872,INHIBITOR
LAROTRECTINIB,CHEMBL3889654,CHEMBL3559684,INHIBITOR
TILBROQUINOL,CHEMBL1788385,,
SODIUM FLUORIDE,CHEMBL1528,,
EPROSARTAN MESYLATE,CHEMBL1200987,CHEMBL227,ANTAGONIST
RALTEGRAVIR POTASSIUM,CHEMBL518520,CHEMBL3471,INHIBITOR
CYPROHEPTADINE HYDROCHLORIDE,CHEMBL1716,CHEMBL231,ANTAGONIST
HYDROXYCHLOROQUINE SULFATE,CHEMBL1690,CHEMBL613897,INHIBITOR
HYDROXYCHLOROQUINE SULFATE,CHEMBL1690,CHEMBL5936,ANTAGONIST
HYDROXYCHLOROQUINE SULFATE,CHEMBL1690,CHEMBL5804,ANTAGONIST
RIZATRIPTAN,CHEMBL905,,
LANINAMIVIR OCTANOATE,CHEMBL467058,CHEMBL6135,INHIBITOR
LANINAMIVIR OCTANOATE,CHEMBL467058,CHEMBL3377,INHIBITOR
"POTASSIUM PHOSPHATE, DIBASIC",CHEMBL1200459,,
RASAGILINE TARTRATE,CHEMBL6067988,CHEMBL2039,INHIBITOR
BENTIROMIDE,CHEMBL1200368,,
LITHIUM CARBONATE,CHEMBL1200826,CHEMBL1786,INHIBITOR
